6.033612532024086761e+00,7.016185333572206417e+00,0.000000000000000000e+00
7.628311716125521613e+00,7.985083011941783049e+00,0.000000000000000000e+00
7.611985204880188149e+00,6.169074031669127045e+00,0.000000000000000000e+00
8.267079123546354325e+00,7.435591150076174216e+00,0.000000000000000000e+00
7.314657322336214129e+00,7.851771888781604147e+00,0.000000000000000000e+00
6.936825731229270708e+00,6.017771937771103197e+00,0.000000000000000000e+00
9.224563934731031978e+00,5.515669328717241804e+00,0.000000000000000000e+00
7.362480038942187832e+00,7.122799866481742015e+00,0.000000000000000000e+00
9.712776309599449931e+00,8.135169163831385220e+00,0.000000000000000000e+00
1.055361856693451195e+01,3.596285687269186404e+00,0.000000000000000000e+00
8.429069507843811593e+00,5.232557247566148817e+00,0.000000000000000000e+00
7.978119366238249910e+00,6.556106735225044169e+00,0.000000000000000000e+00
5.867123907654635317e+00,4.482001931290193752e+00,0.000000000000000000e+00
7.824746820105165312e+00,6.679440393815161414e+00,0.000000000000000000e+00
8.122853055715387072e+00,5.723341967312608247e+00,0.000000000000000000e+00
7.236277165984727588e+00,6.549874109386652599e+00,0.000000000000000000e+00
8.731933598734016755e+00,7.166846834856345438e+00,0.000000000000000000e+00
8.382942310258098217e+00,6.678101491739872664e+00,0.000000000000000000e+00
8.039553076032508017e+00,5.817418312633495958e+00,0.000000000000000000e+00
6.863058261704840568e+00,4.262940054011680857e+00,0.000000000000000000e+00
8.625015838020249959e+00,7.401444493309180750e+00,0.000000000000000000e+00
7.512657894229651134e+00,6.384134844184451651e+00,0.000000000000000000e+00
8.020285355476575617e+00,6.764838533053200820e+00,0.000000000000000000e+00
6.550133281240850813e+00,5.765922403209708058e+00,0.000000000000000000e+00
9.494727854390896837e+00,6.647420894169894012e+00,0.000000000000000000e+00
8.495202820357874884e+00,6.402183340883643048e+00,0.000000000000000000e+00
8.419550214848987579e+00,5.129981933507567149e+00,0.000000000000000000e+00
9.324799765457811418e+00,6.604829898828467272e+00,0.000000000000000000e+00
8.694756741593943516e+00,5.224997004882725449e+00,0.000000000000000000e+00
7.951422831337957575e+00,7.485180933768620370e+00,0.000000000000000000e+00
5.204864913180275110e+00,6.594454943414874926e+00,0.000000000000000000e+00
7.942541552277744721e+00,5.876230468648682148e+00,0.000000000000000000e+00
8.194262724660738684e+00,7.229975728833210269e+00,0.000000000000000000e+00
8.873766077426511245e+00,6.592180744742850429e+00,0.000000000000000000e+00
7.620132858304834222e+00,7.399631948031671236e+00,0.000000000000000000e+00
8.289630319185981477e+00,5.402358481767086218e+00,0.000000000000000000e+00
7.226143560955418543e+00,6.375397013004691971e+00,0.000000000000000000e+00
9.103231205284336269e+00,6.825228446550269723e+00,0.000000000000000000e+00
7.400012412300216447e+00,5.924993249449128641e+00,0.000000000000000000e+00
9.349004468709072313e+00,4.657507368253346769e+00,0.000000000000000000e+00
9.281827994484705968e+00,5.074235176469439779e+00,0.000000000000000000e+00
7.343585436724241688e+00,9.156921842273510137e+00,0.000000000000000000e+00
6.462449853310539893e+00,4.707237707557904827e+00,0.000000000000000000e+00
6.826319376403399808e+00,6.519808209932430820e+00,0.000000000000000000e+00
7.429286383758352486e+00,5.733239906304681277e+00,0.000000000000000000e+00
7.779538998585084464e+00,4.260943487974374833e+00,0.000000000000000000e+00
8.618745318991027915e+00,5.749075577623957933e+00,0.000000000000000000e+00
8.205332383666860352e+00,5.842887589541174265e+00,0.000000000000000000e+00
9.155331241030747691e+00,6.208738953942416927e+00,0.000000000000000000e+00
7.501038566098191751e+00,4.239180614597061414e+00,0.000000000000000000e+00
8.336547517657066919e+00,5.209541999342452101e+00,0.000000000000000000e+00
7.112852862267605047e+00,4.354877020214239280e+00,0.000000000000000000e+00
1.107739860550293010e+01,5.934199363380265879e+00,0.000000000000000000e+00
7.696923704195778981e+00,4.500320755913583604e+00,0.000000000000000000e+00
8.571184328652798001e+00,6.004448759792079038e+00,0.000000000000000000e+00
9.154415312569186725e+00,5.655144060048936439e+00,0.000000000000000000e+00
7.436539138254913084e+00,6.794201426232096885e+00,0.000000000000000000e+00
9.440542054851306375e+00,7.626518248427426094e+00,0.000000000000000000e+00
6.305150870592750145e+00,6.621603607052349183e+00,0.000000000000000000e+00
9.049053251266684583e+00,5.704084761483306565e+00,0.000000000000000000e+00
8.106544727314712873e+00,7.696123059390982846e+00,0.000000000000000000e+00
7.876462391299113186e+00,6.000784425106788333e+00,0.000000000000000000e+00
9.046244471579539592e+00,7.210689356742913780e+00,0.000000000000000000e+00
7.585027556569588825e+00,5.949201181289862639e+00,0.000000000000000000e+00
8.042500988705731046e+00,6.593174758984019057e+00,0.000000000000000000e+00
6.786955626686896892e+00,7.664392795804688241e+00,0.000000000000000000e+00
7.715214739782877196e+00,5.888652359642970957e+00,0.000000000000000000e+00
9.004226977555736866e+00,6.282404144347219166e+00,0.000000000000000000e+00
8.074028045743842696e+00,7.263166317402711236e+00,0.000000000000000000e+00
8.076009106596545806e+00,8.228894444167442757e+00,0.000000000000000000e+00
8.694332413034320695e+00,8.174784546265245311e+00,0.000000000000000000e+00
6.585557340350188582e+00,5.932197042762987316e+00,0.000000000000000000e+00
6.208179259647929271e+00,6.745980914541428675e+00,0.000000000000000000e+00
7.303708065703994556e+00,7.180046959916472460e+00,0.000000000000000000e+00
8.876579827400446376e+00,6.286203246571909098e+00,0.000000000000000000e+00
6.017131457181409182e+00,6.385612566479101027e+00,0.000000000000000000e+00
9.311217990365671326e+00,6.292631700726956545e+00,0.000000000000000000e+00
6.938696482852038550e+00,5.911335156426012816e+00,0.000000000000000000e+00
6.966519338737143130e+00,4.965057938583670172e+00,0.000000000000000000e+00
8.021140514149905698e+00,7.097415952542496242e+00,0.000000000000000000e+00
7.968329105680426849e+00,6.704812467469525750e+00,0.000000000000000000e+00
6.374230876698217862e+00,7.410326021246008033e+00,0.000000000000000000e+00
8.025875678947617331e+00,7.321183070243277413e+00,0.000000000000000000e+00
6.596957881172047955e+00,4.788281505395812765e+00,0.000000000000000000e+00
9.365766427708983599e+00,5.263522137834454107e+00,0.000000000000000000e+00
9.107703593958719424e+00,6.163794481862202801e+00,0.000000000000000000e+00
6.557283897040503184e+00,7.435430513490129734e+00,0.000000000000000000e+00
6.998778384045696299e+00,5.726948821986889371e+00,0.000000000000000000e+00
8.344339329825084306e+00,7.671599760594158823e+00,0.000000000000000000e+00
8.019504112830288634e+00,7.398753498811162288e+00,0.000000000000000000e+00
8.075847183124556850e+00,3.562846161049145977e+00,0.000000000000000000e+00
8.781147608828726803e+00,6.146397303704574711e+00,0.000000000000000000e+00
6.939978413336276297e+00,6.759628156957779410e+00,0.000000000000000000e+00
9.823586550803186768e+00,7.046145241275439730e+00,0.000000000000000000e+00
7.997258902263166824e+00,7.102802139295765649e+00,0.000000000000000000e+00
9.280171842584781672e+00,5.395113286434009225e+00,0.000000000000000000e+00
6.687220217909417563e+00,7.527817214278699431e+00,0.000000000000000000e+00
6.761336576649959795e+00,5.729664488398513278e+00,0.000000000000000000e+00
8.425320990417041855e+00,7.199495337419495655e+00,0.000000000000000000e+00
7.465212378277302108e+00,5.485168118721170494e+00,0.000000000000000000e+00
9.080118130149836819e-01,9.231977412434719810e-01,1.000000000000000000e+00
1.240539853260117731e+00,1.474187961601415742e+00,1.000000000000000000e+00
1.040520402853991389e+00,3.486507738493162201e+00,1.000000000000000000e+00
1.654476579177408091e+00,3.164337897477854433e+00,1.000000000000000000e+00
3.373357412037479186e+00,3.255255589328950983e+00,1.000000000000000000e+00
2.409994863130706211e+00,3.021178131615581908e+00,1.000000000000000000e+00
9.959502811014415702e-01,1.376654572865637194e+00,1.000000000000000000e+00
2.545307810646955549e+00,3.906945756575767703e+00,1.000000000000000000e+00
3.134656156527310777e+00,2.338210788474810453e+00,1.000000000000000000e+00
1.565391753726575796e+00,4.204850302153620767e+00,1.000000000000000000e+00
2.263236835795896518e+00,5.072286125258635536e+00,1.000000000000000000e+00
-2.869315668179059919e-01,2.402070453031319275e+00,1.000000000000000000e+00
2.457690046633048464e+00,4.158430804283743676e+00,1.000000000000000000e+00
1.290309594336106258e+00,3.643411445833034001e+00,1.000000000000000000e+00
2.214498181518883335e+00,2.840208872489678349e+00,1.000000000000000000e+00
2.097360199268977432e+00,4.310280382006554944e+00,1.000000000000000000e+00
7.467299635651447609e-01,2.005045588544859925e+00,1.000000000000000000e+00
